publisher,genres,title,release_date,price,id,developer
Positech Games,"('Indie', 'Simulation', 'Strategy')",Gratuitous Tank Battles,2012-05-17,9,205530,Positech Games
Giants Software,"('Simulation',)",Farming Simulator Farming Classics Pack 4,2012-05-18,6,90207,Giants Software
"Days of Wonder, Asmodee Digital","('Casual', 'Indie', 'Strategy')",Ticket to Ride - Europe,2012-05-24,5,108230,Days of Wonder
"Days of Wonder, Asmodee Digital","('Casual', 'Indie', 'Strategy')",Ticket to Ride,2012-05-24,9,108200,Days of Wonder
Dovetail Games - Trains,"('Simulation',)",Train Simulator: DB BR143 Loco Add-On,2012-05-24,19,208281,virtualRailroads
Dovetail Games - Trains,"('Simulation',)",Train Simulator: Class 67 Diamond Jubilee Loco Add-On,2012-05-31,3,208284,Dovetail Games
XSEED Games,"('Action', 'Adventure', 'RPG')",Ys Origin,2012-05-31,19,207350,Nihon Falcom
Trendy Entertainment,"('Strategy', 'RPG', 'Indie')",Dungeon Defenders: Talay Mining Complex Mission Pack,2012-05-31,1,208545,Trendy Entertainment
Rockstar Games,"('Action',)",Max Payne 3 Rockstar Pass,2012-05-31,14,213370,Rockstar Studios
Rockstar Games,"('Action',)",Max Payne 3,2012-05-31,19,204100,Rockstar Studios
SEGA,"('Action',)",Binary Domain - Multiplayer Map Pack,2012-06-01,1,203766,Devil's Details
SEGA,"('Action',)",Binary Domain - Dan Marshall Pack,2012-06-01,1,203765,Devil's Details
Eden Industries,"('Action', 'Indie')",Waveform: Eris,2012-06-04,0,204182,Eden Industries
"Standing Stone Games, LLC","('Free to Play', 'Massively Multiplayer', 'RPG')",The Lord of the Rings Online™,2012-06-06,0,212500,"Standing Stone Games, LLC"
Cipher Prime Studios,"('Indie', 'Casual')",Splice,2012-06-13,9,209790,Cipher Prime Studios
BlinkWorks Media,"('Indie',)",Indie Game: The Movie,2012-06-12,9,207080,BlinkWorks Media
Fatshark,"('Action', 'Adventure', 'Indie', 'RPG', 'Strategy')",Krater,2012-06-12,14,42170,Fatshark
Warner Bros. Interactive Entertainment,"('Action', 'Adventure')",LEGO® Batman 2 DC Super Heroes™,2012-06-22,19,213330,TT Games
"SQUARE ENIX, Eidos Interactive","('Casual', 'Strategy')",Quantum Conundrum: The Desmond Debacle,2012-06-21,2,204900,Airtight Games
Nexon America Inc.,"('Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG')",Vindictus,2012-06-22,0,212160,Nexon
Rebellion,"('Action',)",Sniper Elite V2 - Kill Hitler + 2 Rifles,2012-06-06,7,210561,Rebellion
"Activision, Aspyr (Mac)","('Action',)",Call of Duty®: Modern Warfare® 3 Collection 2,2012-06-21,14,42696,"Infinity Ward,Sledgehammer Games,Raven Software,Aspyr (Mac)"
"Penny Arcade, Inc.","('Indie', 'RPG')",Penny Arcade's On the Rain-Slick Precipice of Darkness 3,2012-06-25,4,213030,Zeboyd Games
Daedalic Entertainment,"('Adventure', 'Indie')",The Dark Eye: Chains of Satinav,2012-06-22,19,203830,Daedalic Entertainment
"Standing Stone Games, LLC","('Massively Multiplayer', 'RPG')",Dungeons &amp; Dragons Online® Menace of the Underdark™,2012-06-25,34,213195,"Standing Stone Games, LLC"
"Standing Stone Games, LLC","('Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG')",Dungeons &amp; Dragons Online®,2012-06-25,0,206480,"Standing Stone Games, LLC"
Ubisoft,"('Action',)",Tom Clancy's Ghost Recon: Future Soldier™,2012-06-26,19,212630,"Ubisoft Paris,Red Storm Entertainment"
Paradox Interactive,"('Strategy',)",Crusader Kings II: Songs of the Caliph,2012-06-26,1,210893,Paradox Development Studio
Paradox Interactive,"('Strategy',)",Expansion - Crusader Kings II: Sword of Islam,2012-06-26,9,203778,Paradox Development Studio
Square Enix,"('Casual', 'Strategy')",Quantum Conundrum,2012-06-21,8,200010,Airtight Games
Hi-Rez Studios,"('Action', 'Free to Play')",Tribes: Ascend,2012-06-27,0,17080,Hi-Rez Studios
Tripwire Interactive,"('Action',)",Killing Floor - Harold Lott Character Pack,2012-07-05,4,210933,Tripwire Interactive
Larian Studios,"('RPG',)",Divine Divinity,2002-09-20,5,214170,Larian Studios
Paradox Interactive,"('Strategy',)",Crusader Kings II: African Unit Pack,2012-06-26,1,210892,Paradox Development Studio
"WXP Games, LLC","('Action', 'Indie')",Xotic DLC: Warp Field Expansion Pack,2012-07-06,1,92622,"WXP Games, LLC"
Sakari Games,"('Action', 'Indie', 'Casual')",Foreign Legion: Multi Massacre,2012-07-09,6,205550,Sakari Indie &amp; GriN
Trendy Entertainment,"('RPG', 'Indie')",Dungeon Defenders  - Quest for the Lost Eternia Shards Part 4,2012-07-10,3,204384,Trendy Entertainment
Wizards of the Coast LLC,"('Strategy',)",Magic 2013 “Goblin Gangland” Deck Key,2012-07-11,0,97368,Stainless Games
Wizards of the Coast LLC,"('Strategy',)",Magic 2013 “Pack Instinct” Deck Key,2012-07-11,0,97364,Stainless Games
"Capcom U.S.A., Inc.","('Action',)",Street Fighter X Tekken: Hugo (Swap Costume),2012-07-20,0,210041,"Capcom U.S.A., Inc."
Wizards of the Coast LLC,"('Strategy',)",Magic 2013 “Obedient Dead” Foil Conversion,2012-07-11,0,97371,Stainless Games
Wizards of the Coast LLC,"('Strategy',)",Magic 2013 “Goblin Gangland” Foil Conversion,2012-07-11,0,97369,Stainless Games
"Capcom U.S.A., Inc.","('Action',)",Street Fighter X Tekken: Law (Swap Costume),2012-07-20,0,210056,"Capcom U.S.A., Inc."
"Capcom U.S.A., Inc.","('Action',)",Street Fighter X Tekken: King (Swap Costume),2012-07-20,0,210057,"Capcom U.S.A., Inc."
"Capcom U.S.A., Inc.","('Action',)",Street Fighter X Tekken: Julia (Swap Costume),2012-07-24,0,210062,"Capcom U.S.A., Inc."
"Capcom U.S.A., Inc.","('Action',)",Street Fighter X Tekken: Paul (Swap Costume),2012-07-20,0,210055,"Capcom U.S.A., Inc."
Ubisoft,"('RPG', 'Strategy')",Might &amp; Magic: Heroes VI - Pirates of the Savage Sea Adventure Pack,2012-07-12,9,48231,Limbic Entertainment GmhH
"Capcom U.S.A., Inc.","('Action',)",Street Fighter X Tekken: Ibuki (Swap Costume),2012-07-20,0,210039,"Capcom U.S.A., Inc."
"Capcom U.S.A., Inc.","('Action',)",Street Fighter X Tekken: Rolento (Swap Costume),2012-07-20,0,210038,"Capcom U.S.A., Inc."
"Capcom U.S.A., Inc.","('Action',)",Street Fighter X Tekken: Sagat (Swap Costume),2012-07-20,0,210037,"Capcom U.S.A., Inc."
Capcom,"('Action',)",Street Fighter X Tekken: Dhalsim (Swap Costume),2012-07-20,0,210036,"Capcom U.S.A., Inc"
"Capcom U.S.A., Inc.","('Action',)",Street Fighter X Tekken: Abel (Swap Costume),2012-07-20,0,210035,"Capcom U.S.A., Inc."
"Capcom U.S.A., Inc.","('Action',)",Street Fighter X Tekken: Lili (Swap Costume),2012-07-20,0,210052,"Capcom U.S.A., Inc."
"Capcom U.S.A., Inc.","('Action',)",Street Fighter X Tekken: Zangief (Swap Costume),2012-07-20,0,210043,"Capcom U.S.A., Inc."
"Capcom U.S.A., Inc.","('Action',)",Street Fighter X Tekken: Raven (Swap Costume),2012-07-24,0,210064,"Capcom U.S.A., Inc."
"Capcom U.S.A., Inc.","('Action',)",Street Fighter X Tekken: Yoshimitsu (Swap Costume),2012-07-24,0,210063,"Capcom U.S.A., Inc."
"Capcom U.S.A., Inc.","('Action',)",Street Fighter X Tekken: Jin (Swap Costume),2012-07-24,0,210065,"Capcom U.S.A., Inc."
"Capcom U.S.A., Inc.","('Action',)",Street Fighter X Tekken: Ogre (Swap Costume),2012-07-24,0,210067,"Capcom U.S.A., Inc."
"Capcom U.S.A., Inc.","('Action',)",Street Fighter X Tekken: Xiaoyu (Swap Costume),2012-07-24,0,210066,"Capcom U.S.A., Inc."
"Capcom U.S.A., Inc.","('Action',)",Street Fighter X Tekken: Tekken Swap Costume Complete Pack,2012-07-24,12,210069,"Capcom U.S.A., Inc."
"Capcom U.S.A., Inc.","('Action',)",Street Fighter X Tekken: Street Fighter/Tekken Shared Assist Gem Pack 1,2012-07-24,2,210072,"Capcom U.S.A., Inc."
"Capcom U.S.A., Inc.","('Action',)",Street Fighter X Tekken: Street Fighter/Tekken Shared Assist Gem Pack 2,2012-07-24,2,210073,"Capcom U.S.A., Inc."
Interplay Inc.,"('Action',)",MDK2 HD,2012-07-30,14,213350,Overhaul Games
PikPok,"('Action', 'Indie')",Shatter: Official Videogame Soundtrack,2012-07-30,2,20828,Sidhe
THQ Nordic,"('Adventure',)",The Book of Unwritten Tales Digital Extras,2012-07-30,9,215200,KING Art
Paradox Interactive,"('Strategy',)",Hearts of Iron III: US Infantry Sprite Pack,2012-07-31,0,214980,Paradox Development Studio
THQ Nordic,"('Adventure',)",The Book of Unwritten Tales,2012-07-31,19,215160,KING Art
Paradox Interactive,"('Strategy',)",Victoria II: A House Divided - American Civil War Spritepack,2012-07-31,1,215000,Paradox Development Studio
"Capcom U.S.A., Inc.","('Action',)",Street Fighter X Tekken: Street Fighter Swap Costume Complete Pack,2012-07-24,12,210068,"Capcom U.S.A., Inc."
Misfits Attic,"('Action', 'Indie', 'Strategy')",A Virus Named TOM,2012-08-01,9,207650,Misfits Attic
Nyu Media,"('Action',)",eXceed 2nd - Vampire REX,2012-08-02,5,207380,Tennen-sozai
Misfits Attic,"('Casual', 'Indie')",A Virus Named TOM Soundtrack,2012-08-01,2,207655,Misfits Attic
Nyu Media,"('Action',)",eXceed 3rd - Jade Penetrate Black Package,2012-08-02,5,207400,Tennen-sozai
"Days of Wonder, Asmodee Digital","('Casual', 'Indie', 'Strategy')",Ticket to Ride - Legendary Asia,2012-08-02,1,108233,Days of Wonder
Remedy Entertainment Ltd.,"('Action', 'Racing')",Death Rally,2012-08-03,9,108700,"Remedy Entertainment Ltd.,Mountain Sheep Inc.,Cornfox &amp; Brothers Ltd."
Dovetail Games - Trains,"('Simulation',)",Train Simulator: CN SD40-2 Wide Nose Loco Add-On,2012-08-03,12,208355,Dovetail Games
"SQUARE ENIX, Eidos Interactive","('Action',)",Sleeping Dogs: The Red Envelope Pack,2012-08-21,2,215243,United Front Games
Dovetail Games - Trains,"('Simulation',)",Train Simulator: SD70 V2 Volume 2 Loco Add-On,2012-08-03,8,208365,Dovetail Games
Tripwire Interactive,"('Action',)",Killing Floor - Ash Harding Character Pack,2012-08-10,4,210931,Tripwire Interactive
Robot Entertainment,"('Indie', 'Strategy')",Hero Academy,2012-08-10,4,209270,Robot Entertainment
Dovetail Games - Trains,"('Simulation',)",Train Simulator: DB ICE 3 EMU Add-On,2012-08-09,8,208283,Dovetail Games
Double Fine Productions,"('Action', 'Strategy')",Iron Brigade,2012-08-13,14,115120,Double Fine Productions
"SQUARE ENIX, Eidos Interactive","('Action',)",Sleeping Dogs: Top Dog Silver Pack,2012-08-13,1,215241,United Front Games
"SQUARE ENIX, Eidos Interactive","('Action',)",Sleeping Dogs: Retro Triad Pack,2012-08-13,1,215240,United Front Games
bitComposer Games,"('Action', 'Indie', 'Simulation', 'Strategy')",Galaxy on Fire 2™ Full HD,2012-08-21,7,212010,Fishlabs Entertainment GmbH
Valve,"('Action',)",Counter-Strike: Global Offensive,2012-08-21,14,730,Valve
"LucasArts, Disney Interactive, Lucasfilm, Aspyr (Mac, Linux)","('RPG',)",STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™,2005-02-08,9,208580,"Obsidian Entertainment,Aspyr (Mac, Linux, &amp; Windows Update)"
Soldak Entertainment,"('Action', 'Indie', 'RPG')",Din's Curse,2010-03-31,9,217290,Soldak Entertainment
Big Robot Ltd,"('Indie', 'Casual')",AVSEQ,2012-08-23,1,207670,Big Robot Ltd
Dovetail Games - Trains,"('Simulation',)",Train Simulator: Southern Pacific Cab Forward Loco Add-On,2012-08-23,19,208292,Dovetail Games
Dovetail Games - Trains,"('Simulation',)",Train Simulator: PRR GE 44 Loco Add-On,2012-08-23,7,208341,Digital Train Model
Dovetail Games - Trains,"('Simulation',)",Train Simulator: UP GE 44 Loco Add-On,2012-08-23,7,208342,Digital Train Model
Warner Bros. Interactive Entertainment,"('Action',)",Gotham City Impostors Free to Play: Premium Card Pack 3,2012-08-30,0,216458,"Monolith Productions, Inc."
Warner Bros. Interactive Entertainment,"('Action',)",Gotham City Impostors Free to Play: Killah Kitteh,2012-08-30,3,216454,"Monolith Productions, Inc."
Warner Bros. Interactive Entertainment,"('Action',)",Gotham City Impostors Free to Play: Steampunk Costume,2012-08-30,6,216447,"Monolith Productions, Inc."
Warner Bros. Interactive Entertainment,"('Action',)",Gotham City Impostors Free to Play: Stitches,2012-08-30,3,216449,"Monolith Productions, Inc."
Warner Bros. Interactive Entertainment,"('Action',)",Gotham City Impostors Free to Play: Ninja Costume,2012-08-30,5,216444,"Monolith Productions, Inc."
Eyebrow Interactive,"('Indie',)",Closure,2012-09-07,9,72000,Eyebrow Interactive
Warner Bros. Interactive Entertainment,"('Action',)",Gotham City Impostors Free to Play: Harlette,2012-08-30,2,216455,"Monolith Productions, Inc."
Warner Bros. Interactive Entertainment,"('Action',)",Gotham City Impostors Free to Play: Support Item Pack - Professional,2012-08-30,1,216434,"Monolith Productions, Inc."
Warner Bros. Interactive Entertainment,"('Action',)",Gotham City Impostors Free to Play: Weapon Pack - Ultimate,2012-08-30,9,216432,"Monolith Productions, Inc."
Warner Bros. Interactive Entertainment,"('Action',)",Gotham City Impostors Free to Play: Support Item Pack - Starter,2012-08-30,0,216433,"Monolith Productions, Inc."
Warner Bros. Interactive Entertainment,"('Action',)",Gotham City Impostors Free to Play: Crocky,2012-08-30,2,216448,"Monolith Productions, Inc."
Warner Bros. Interactive Entertainment,"('Action',)",Gotham City Impostors Free to Play: Weapon Pack - Professional,2012-08-30,5,216431,"Monolith Productions, Inc."
Warner Bros. Interactive Entertainment,"('Action',)",Gotham City Impostors Free to Play: Premium Card Pack 6,2012-08-30,1,216461,"Monolith Productions, Inc."
Warner Bros. Interactive Entertainment,"('Action',)",Gotham City Impostors Free to Play: Costume Coin Boost - Solo,2012-08-30,1,216462,"Monolith Productions, Inc."
Freebird Games,"('Indie',)",To the Moon Soundtrack,2012-09-07,4,206450,Freebird Games
"Warner Bros. Interactive Entertainment, Feral Interactive (Mac)","('Action', 'Adventure')",Batman: Arkham City - Game of the Year Edition,2012-09-07,19,200260,"Rocksteady Studios,Feral Interactive (Mac)"
Freebird Games,"('Adventure', 'Indie', 'RPG')",To the Moon,2011-11-01,9,206440,Freebird Games
Aleksey Abramenko,"('Action', 'Indie')",Intrusion 2,2012-09-11,9,214970,Aleksey Abramenko
Warner Bros. Interactive Entertainment,"('Action',)",Gotham City Impostors Free to Play: Ultimate Impostor Kit,2012-08-30,29,216468,"Monolith Productions, Inc."
Capybara Games,"('Action', 'Indie', 'Casual')",Critter Crunch,2012-09-11,6,61730,Capybara Games
Paradox Interactive,"('Strategy',)",Hearts of Iron III: Sounds of Conflict,2012-09-12,4,214981,Paradox Interactive
Bohemia Interactive,"('Action', 'Simulation')",Arma 2: Army of the Czech Republic,2012-09-12,8,33934,Bohemia Interactive
Sega,"('Action',)",Jet Set Radio,2012-09-19,7,205950,Blit Software
Wizards of the Coast,"('Strategy',)",Magic: The Gathering - Duels of the Planeswalkers 2013 Expansion,2012-09-19,4,97350,Stainless Games
Ronimo Games,"('Action', 'Indie', 'Strategy')",Awesomenauts - Expendable Clunk Skin,2012-09-19,2,204312,Ronimo Games
Ronimo Games,"('Action', 'Indie', 'Strategy')",Awesomenauts - Bumble Gnaw Skin,2012-09-19,2,204310,Ronimo Games
Ronimo Games,"('Action', 'Indie', 'Strategy')",Awesomenauts - Hotrod Derpl Skin,2012-09-19,2,204308,Ronimo Games
Ronimo Games,"('Action', 'Indie', 'Strategy')",Awesomenauts - Kosmonaut Yuri Skin,2012-09-19,2,204309,Ronimo Games
Ronimo Games,"('Action', 'Indie', 'Strategy')",Awesomenauts - Grandmaster Splash Skin,2012-09-19,1,204307,Ronimo Games
Ronimo Games,"('Action', 'Indie', 'Strategy')",Awesomenauts - Coco Hawaii Skin,2012-09-19,2,204304,Ronimo Games
Ubisoft,"('RPG', 'Strategy')",Might &amp; Magic: Heroes VI - Danse Macabre Adventure Pack,2012-09-27,9,48232,Limbic Entertainment GmbH
Capcom,"('Action',)",Resident Evil: Operation Raccoon City - Renegade Weapons Pack,2012-09-24,1,210016,Slant Six Games
Capcom,"('Action',)",Resident Evil: Operation Raccoon City - Classic Weapons Pack,2012-09-24,1,210018,Slant Six Games
Capcom,"('Action',)",Resident Evil: Operation Raccoon City - Elite Weapons Pack,2012-09-24,1,210017,Slant Six Games
Capcom,"('Action',)",Resident Evil: Operation Raccoon City - Echo Six Expansion Pack 1,2012-09-24,9,210012,Slant Six Games
Capcom,"('Action',)",Resident Evil: Operation Raccoon City - Weapon Stash,2012-09-24,4,210019,Slant Six Games
Capcom,"('Action',)",Resident Evil: Operation Raccoon City - Echo Six Expansion Pack 2,2012-09-24,9,210013,Slant Six Games
Frogwares,"('Adventure',)",The Testament of Sherlock Holmes,2012-09-25,19,205650,Frogwares
Nyu Media,"('Action',)",ETHER VAPOR Remaster,2012-09-27,7,214570,Edelweiss
Bohemia Interactive,"('Action', 'Strategy')",Carrier Command: Gaea Mission,2012-09-28,32,65740,Bohemia Interactive
Pilgway,"('Animation &amp; Modeling',)",3D-Coat V4.8,2012-10-02,99,100980,Pilgway
Gaijin Games,"('Action', 'Indie')",BIT.TRIP.CORE Soundtrack,2012-10-02,5,205063,Gaijin Games
"Data Realms, LLC","('Action', 'Indie', 'Strategy')",Cortex Command,2012-09-28,19,209670,Data Realms
CI Games,"('Action',)",Dogfight 1942 Russia Under Siege,2012-09-28,2,217962,City Interactive
Gaijin Games,"('Action', 'Indie')",BIT.TRIP CORE,2012-10-02,9,205060,Gaijin Games
"2K Games, Aspyr (Mac &amp;amp; Linux)","('Action', 'RPG')",Borderlands 2: Mechromancer Pack,2012-10-09,9,213230,"Gearbox Software,Aspyr (Mac &amp; Linux)"
Wizards of the Coast LLC,"('Strategy',)","Duels 2013 ""Aura Servants"" Deck Key",2012-10-10,0,97380,Stainless Games
Wizards of the Coast LLC,"('Strategy',)","Duels 2013 ""Mindstorms"" Deck Key",2012-10-10,0,97384,Stainless Games
Wizards of the Coast LLC,"('Strategy',)","Duels 2013 ""Mindstorms"" Foil Conversion",2012-10-10,0,97385,Stainless Games
Wizards of the Coast LLC,"('Strategy',)","Duels 2013 ""Collective Might"" Foil Conversion",2012-10-10,0,97389,Stainless Games
Wizards of the Coast LLC,"('Strategy',)","Duels 2013 ""Aura Servants"" Foil Conversion",2012-10-10,0,97381,Stainless Games
Ubisoft,"('Casual', 'Simulation')",Rocksmith - Queen - Keep Yourself Alive,2012-10-16,2,206146,Ubisoft - San Francisco
Wizards of the Coast LLC,"('Strategy',)","Duels 2013 ""Collective Might"" Deck Key",2012-10-10,0,97388,Stainless Games
Wizards of the Coast LLC,"('Strategy',)","Duels 2013 ""Sepulchral Strength"" Deck Key",2012-10-10,0,97382,Stainless Games
Reverb Publishing,"('Adventure', 'Indie')",Rocketbirds: Hardboiled Chicken,2012-10-15,4,215510,Ratloop Asia
Bethesda Softworks,"('Action',)",Doom 3: BFG Edition,2012-10-15,19,208200,id Software
"2K Games, Aspyr (Mac &amp;amp; Linux)","('Action', 'RPG')",Borderlands 2 - Captain Scarlett and her Pirate's Booty,2012-10-16,9,207870,"Gearbox Software,Aspyr (Mac &amp; Linux)"
"SQUARE ENIX, Eidos Interactive","('Action', 'Racing')",Sleeping Dogs - Street Racer Pack,2012-10-16,3,215247,United Front Games
"SQUARE ENIX, Eidos Interactive","('Action', 'Adventure')",Sleeping Dogs - Tactical Soldier Pack,2012-10-16,1,215246,United Front Games
Trendy Entertainment,"('Action', 'Strategy', 'RPG', 'Indie')",Dungeon Defenders Anniversary Pack,2012-10-16,1,222680,Trendy Entertainment
Paradox Interactive,"('Strategy',)",Crusader Kings II: Songs of Byzantium,2012-10-16,0,210901,Paradox Interactive
Ubisoft,"('Casual', 'Simulation')",Rocksmith - My Chemical Romance - Planetary (GO!),2012-10-16,2,206141,Ubisoft - San Francisco
Ubisoft,"('Casual', 'Simulation')",Rocksmith - 3 Doors Down - 3-Song Pack,2012-10-16,7,206120,Ubisoft - San Francisco
Ubisoft,"('Casual', 'Simulation')",Rocksmith - The Police - Synchronicity II,2012-10-16,2,206133,Ubisoft - San Francisco
Ubisoft,"('Casual', 'Simulation')",Rocksmith - 3 Doors Down - Loser,2012-10-16,2,206119,Ubisoft - San Francisco
Ubisoft,"('Casual', 'Simulation')",Rocksmith - 3 Doors Down - When I'm Gone,2012-10-16,2,206117,Ubisoft - San Francisco
Ubisoft,"('Casual', 'Simulation')",Rocksmith - blink-182 - All The Small Things,2012-10-16,2,206114,Ubisoft - San Francisco
Ubisoft,"('Casual', 'Simulation')",Rocksmith - blink-182 - Dammit,2012-10-16,2,206113,Ubisoft - San Francisco
Ubisoft,"('Casual', 'Simulation')",Rocksmith - The Black Keys - Just Got To Be,2012-10-16,2,206106,Ubisoft - San Francisco
